"id","id_raw","isbn","isbn_raw","book_title","book_title_raw","book_author","book_author_raw","year_of_publication","year_of_publication_raw","publisher","publisher_raw","image_url_s","image_url_s_raw","image_url_m","image_url_m_raw","image_url_l","image_url_l_raw","pais_raw","pais","cidades","cidades_raw","livros___cidades_id","livros___cidades___params","local_da_publicacao_raw","local_da_publicacao"
"45","45","0553582909","0553582909","Icebound","Icebound","Dean R. Koontz","Dean R. Koontz","2000","2000","Bantam Books","Bantam Books","http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553582909.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582909.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582909.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582909.01.LZZZZZZZ.jpg","","","","[]","",""
"46","46","0671888587","0671888587","I'll Be Seeing You","I'll Be Seeing You","Mary Higgins Clark","Mary Higgins Clark","1994","1994","Pocket","Pocket","http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671888587.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671888587.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0671888587.01.LZZZZZZZ.jpg","","","","[]","",""
"47","47","0553582747","0553582747","From the Corner of His Eye","From the Corner of His Eye","Dean Koontz","Dean Koontz","2001","2001","Bantam Books","Bantam Books","http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553582747.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582747.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0553582747.01.LZZZZZZZ.jpg","","","","[]","",""
"48","48","0425182908","0425182908","Isle of Dogs","Isle of Dogs","Patricia Cornwell","Patricia Cornwell","2002","2002","Berkley Publishing Group","Berkley Publishing Group","http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425182908.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425182908.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0425182908.01.LZZZZZZZ.jpg","","","","[]","",""
"49","49","042518630X","042518630X","Purity in Death","Purity in Death","J.D. Robb","J.D. Robb","2002","2002","Berkley Publishing Group","Berkley Publishing Group","http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/042518630X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/042518630X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/042518630X.01.LZZZZZZZ.jpg","","","","[]","",""
"50","50","0440223571","0440223571","This Year It Will Be Different: And Other Stories","This Year It Will Be Different: And Other Stories","Maeve Binchy","Maeve Binchy","1997","1997","Dell","Dell","http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440223571.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440223571.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0440223571.01.LZZZZZZZ.jpg","","","","[]","",""
"51","51","0812523873","0812523873","Proxies","Proxies","Laura J. Mixon","Laura J. Mixon","1999","1999","Tor Books","Tor Books","http://images.amazon.com/images/P/0812523873.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812523873.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0812523873.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812523873.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0812523873.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0812523873.01.LZZZZZZZ.jpg","","","","[]","",""
"52","52","0842342702","0842342702","Left Behind: A Novel of the Earth's Last Days (Left Behind #1)","Left Behind: A Novel of the Earth's Last Days (Left Behind #1)","Tim Lahaye","Tim Lahaye","2000","2000","Tyndale House Publishers","Tyndale House Publishers","http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0842342702.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0842342702.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0842342702.01.LZZZZZZZ.jpg","","","","[]","",""
"53","53","0440225701","0440225701","The Street Lawyer","The Street Lawyer","JOHN GRISHAM","JOHN GRISHAM","1999","1999","Dell","Dell","http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440225701.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440225701.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0440225701.01.LZZZZZZZ.jpg","","","","[]","",""
"54","54","0060914068","0060914068","Love, Medicine and Miracles","Love, Medicine and Miracles","M.D. Bernie S. Siegel","M.D. Bernie S. Siegel","1988","1988","HarperCollins Publishers","HarperCollins Publishers","http://images.amazon.com/images/P/0060914068.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060914068.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060914068.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060914068.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060914068.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0060914068.01.LZZZZZZZ.jpg","","","","[]","",""
"55","55","0156047624","0156047624","All the King's Men","All the King's Men","Robert Penn Warren","Robert Penn Warren","1982","1982","Harvest Books","Harvest Books","http://images.amazon.com/images/P/0156047624.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0156047624.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0156047624.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0156047624.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0156047624.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0156047624.01.LZZZZZZZ.jpg","","","","[]","",""
"56","56","0245542957","0245542957","Pacific Northwest","Pacific Northwest","Hans Johannes Hoefer","Hans Johannes Hoefer","1985","1985","Chambers Harrap Publishers Ltd","Chambers Harrap Publishers Ltd","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0245542957.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0245542957.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0245542957.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0245542957.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0245542957.01.LZZZZZZZ.jpg","","","","[]","",""
"57","57","0380715899","0380715899","A Soldier of the Great War","A Soldier of the Great War","Mark Helprin","Mark Helprin","1992","1992","Avon Books","Avon Books","http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380715899.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0380715899.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380715899.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0380715899.01.LZZZZZZZ.jpg","","","","[]","",""
"58","58","0553280333","0553280333","Getting Well Again","Getting Well Again","O. Carol Simonton Md","O. Carol Simonton Md","1992","1992","Bantam","Bantam","http://images.amazon.com/images/P/0553280333.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553280333.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0553280333.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553280333.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0553280333.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0553280333.01.LZZZZZZZ.jpg","","","","[]","",""
"59","59","0961769947","0961769947","Northwest Wines and Wineries","Northwest Wines and Wineries","Chuck Hill","Chuck Hill","1993","1993","Speed Graphics","Speed Graphics","http://images.amazon.com/images/P/0961769947.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0961769947.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0961769947.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0961769947.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0961769947.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0961769947.01.LZZZZZZZ.jpg","","","","[]","",""
"60","60","0964778319","0964778319","An Atmosphere of Eternity: Stories of India","An Atmosphere of Eternity: Stories of India","David Iglehart","David Iglehart","2002","2002","Sunflower Press","Sunflower Press","http://images.amazon.com/images/P/0964778319.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0964778319.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0964778319.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0964778319.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0964778319.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0964778319.01.LZZZZZZZ.jpg","","","","[]","",""
"61","61","0671623249","0671623249","LONESOME DOVE","LONESOME DOVE","Larry McMurtry","Larry McMurtry","1986","1986","Pocket","Pocket","http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671623249.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671623249.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0671623249.01.LZZZZZZZ.jpg","","","","[]","",""
"62","62","0679810307","0679810307","Shabanu: Daughter of the Wind (Border Trilogy)","Shabanu: Daughter of the Wind (Border Trilogy)","SUZANNE FISHER STAPLES","SUZANNE FISHER STAPLES","1991","1991","Laurel Leaf","Laurel Leaf","http://images.amazon.com/images/P/0679810307.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679810307.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679810307.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679810307.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679810307.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0679810307.01.LZZZZZZZ.jpg","","","","[]","",""
"63","63","0679865691","0679865691","Haveli (Laurel Leaf Books)","Haveli (Laurel Leaf Books)","SUZANNE FISHER STAPLES","SUZANNE FISHER STAPLES","1995","1995","Laurel Leaf","Laurel Leaf","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679865691.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0679865691.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679865691.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0679865691.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0679865691.01.LZZZZZZZ.jpg","","","","[]","",""
"64","64","2070423204","2070423204","Lieux dits","Lieux dits","Michel Tournier","Michel Tournier","2002","2002","Gallimard","Gallimard","http://images.amazon.com/images/P/2070423204.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/2070423204.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/2070423204.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/2070423204.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/2070423204.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/2070423204.01.LZZZZZZZ.jpg","","","","[]","",""
"65","65","0345260317","0345260317","The Dragons of Eden: Speculations on the Evolution of Human Intelligence","The Dragons of Eden: Speculations on the Evolution of Human Intelligence","Carl Sagan","Carl Sagan","1978","1978","Ballantine Books","Ballantine Books","http://images.amazon.com/images/P/0345260317.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345260317.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345260317.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345260317.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345260317.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0345260317.01.LZZZZZZZ.jpg","","","","[]","",""
"66","66","0394743741","0394743741","The yawning heights","The yawning heights","Aleksandr Zinoviev","Aleksandr Zinoviev","1980","1980","Random House","Random House","http://images.amazon.com/images/P/0394743741.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394743741.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394743741.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394743741.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394743741.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0394743741.01.LZZZZZZZ.jpg","","","","[]","",""
"67","67","042511774X","042511774X","Breathing Lessons","Breathing Lessons","Anne Tyler","Anne Tyler","1994","1994","Berkley Publishing Group","Berkley Publishing Group","http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/042511774X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/042511774X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/042511774X.01.LZZZZZZZ.jpg","","","","[]","",""
"68","68","0804106304","0804106304","The Joy Luck Club","The Joy Luck Club","Amy Tan","Amy Tan","1994","1994","Prentice Hall (K-12)","Prentice Hall (K-12)","http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0804106304.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0804106304.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0804106304.01.LZZZZZZZ.jpg","","","","[]","",""
"69","69","1853262404","1853262404","Heart of Darkness (Wordsworth Collection)","Heart of Darkness (Wordsworth Collection)","Joseph Conrad","Joseph Conrad","1998","1998","NTC/Contemporary Publishing Company","NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853262404.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853262404.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853262404.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853262404.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853262404.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1853262404.01.LZZZZZZZ.jpg","","","","[]","",""
"70","70","0312970242","0312970242","The Angel Is Near","The Angel Is Near","Deepak Chopra","Deepak Chopra","2000","2000","St. Martin's Press","St. Martin's Press","http://images.amazon.com/images/P/0312970242.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312970242.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0312970242.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312970242.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0312970242.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0312970242.01.LZZZZZZZ.jpg","","","","[]","",""
"71","71","1853260053","1853260053","Tess of the D'Urbervilles (Wordsworth Classics)","Tess of the D'Urbervilles (Wordsworth Classics)","Thomas Hardy","Thomas Hardy","1997","1997","NTC/Contemporary Publishing Company","NTC/Contemporary Publishing Company","http://images.amazon.com/images/P/1853260053.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853260053.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1853260053.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853260053.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1853260053.01.LZZZZZZZ.jpg","","","","[]","",""
"72","72","1414035004","1414035004","The Adventures of Drew and Ellie: The Magical Dress","The Adventures of Drew and Ellie: The Magical Dress","Charles Noland","Charles Noland","2003","2003","1stBooks Library","1stBooks Library","http://images.amazon.com/images/P/1414035004.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1414035004.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1414035004.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1414035004.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1414035004.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1414035004.01.LZZZZZZZ.jpg","","","","[]","",""
"73","73","0060938412","0060938412","The Accidental Virgin","The Accidental Virgin","Valerie Frankel","Valerie Frankel","2003","2003","Avon Trade","Avon Trade","http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060938412.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060938412.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0060938412.01.LZZZZZZZ.jpg","","","","[]","",""
"74","74","0140067477","0140067477","The Tao of Pooh","The Tao of Pooh","Benjamin Hoff","Benjamin Hoff","1983","1983","Penguin Books","Penguin Books","http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140067477.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140067477.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0140067477.01.LZZZZZZZ.jpg","","","","[]","",""
"75","75","0345465083","0345465083","Seabiscuit","Seabiscuit","LAURA HILLENBRAND","LAURA HILLENBRAND","2003","2003","Ballantine Books","Ballantine Books","http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345465083.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345465083.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0345465083.01.LZZZZZZZ.jpg","","","","[]","",""
"76","76","0451625889","0451625889","The Prince","The Prince","Niccolo Machiavelli","Niccolo Machiavelli","1952","1952","Signet Book","Signet Book","http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451625889.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451625889.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0451625889.01.LZZZZZZZ.jpg","","","","[]","",""
"77","77","1558531025","1558531025","Life's Little Instruction Book (Life's Little Instruction Books (Paperback))","Life's Little Instruction Book (Life's Little Instruction Books (Paperback))","H. Jackson Brown","H. Jackson Brown","1991","1991","Thomas Nelson","Thomas Nelson","http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1558531025.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1558531025.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1558531025.01.LZZZZZZZ.jpg","","","","[]","",""
"78","78","0441783589","0441783589","Starship Troopers","Starship Troopers","Robert A. Heinlein","Robert A. Heinlein","1987","1987","Ace Books","Ace Books","http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0441783589.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0441783589.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0441783589.01.LZZZZZZZ.jpg","","","","[]","",""
"79","79","0394895894","0394895894","The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)","The Ruby in the Smoke (Sally Lockhart Trilogy, Book 1)","PHILIP PULLMAN","PHILIP PULLMAN","1988","1988","Laurel Leaf","Laurel Leaf","http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394895894.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394895894.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0394895894.01.LZZZZZZZ.jpg","","","","[]","",""
"80","80","1569871213","1569871213","Black Beauty (Illustrated Classics)","Black Beauty (Illustrated Classics)","Anna Sewell","Anna Sewell","1995","1995","Landoll","Landoll","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/1569871213.01.LZZZZZZZ.jpg","","","","[]","",""
"81","81","0375410538","0375410538","Anil's Ghost","Anil's Ghost","MICHAEL ONDAATJE","MICHAEL ONDAATJE","2000","2000","Knopf","Knopf","http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375410538.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375410538.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0375410538.01.LZZZZZZZ.jpg","","","","[]","",""
"82","82","0966986105","0966986105","Prescription for Terror","Prescription for Terror","Sandra Levy Ceren","Sandra Levy Ceren","1999","1999","Andrew Scott Publishers","Andrew Scott Publishers","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0966986105.01.LZZZZZZZ.jpg","","","","[]","",""
"83","83","087113375X","087113375X","Modern Manners: An Etiquette Book for Rude People","Modern Manners: An Etiquette Book for Rude People","P.J. O'Rourke","P.J. O'Rourke","1990","1990","Atlantic Monthly Press","Atlantic Monthly Press","http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/087113375X.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/087113375X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/087113375X.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/087113375X.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/087113375X.01.LZZZZZZZ.jpg","","","","[]","",""
"84","84","0340767936","0340767936","Turning Thirty","Turning Thirty","Mike Gayle","Mike Gayle","2000","2000","Hodder &amp","Hodder &amp","Stoughton General Division","Stoughton General Division","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0340767936.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0340767936.01.MZZZZZZZ.jpg","","","","[]","",""
"85","85","0743403843","0743403843","Decipher","Decipher","Stel Pavlou","Stel Pavlou","2002","2002","Simon &amp","Simon &amp","Schuster (Trade Division)","Schuster (Trade Division)","http://images.amazon.com/images/P/0743403843.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0743403843.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0743403843.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0743403843.01.MZZZZZZZ.jpg","","","","[]","",""
"86","86","0060930365","0060930365","My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell","My First Cousin Once Removed: Money, Madness, and the Family of Robert Lowell","Sarah Payne Stuart","Sarah Payne Stuart","1999","1999","Perennial","Perennial","http://images.amazon.com/images/P/0060930365.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060930365.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060930365.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060930365.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0060930365.01.LZZZZZZZ.jpg","","","","[]","",""
"87","87","0060177586","0060177586","Standing Firm: A Vice-Presidential Memoir","Standing Firm: A Vice-Presidential Memoir","Dan Quayle","Dan Quayle","1994","1994","Harpercollins","Harpercollins","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060177586.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0060177586.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060177586.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0060177586.01.LZZZZZZZ.jpg","","","","[]","",""
"88","88","0071416331","0071416331","Team Bush : Leadership Lessons from the Bush White House","Team Bush : Leadership Lessons from the Bush White House","Donald F. Kettl","Donald F. Kettl","2003","2003","McGraw-Hill","McGraw-Hill","http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0071416331.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0071416331.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0071416331.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0071416331.01.LZZZZZZZ.jpg","","","","[]","",""
"89","89","0375509038","0375509038","The Right Man : The Surprise Presidency of George W. Bush","The Right Man : The Surprise Presidency of George W. Bush","DAVID FRUM","DAVID FRUM","2003","2003","Random House","Random House","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375509038.01.THUMBZZZ.jpg","http://images.amazon.com/images/P/0375509038.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375509038.01.MZZZZZZZ.jpg","http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg","http://images.amazon.com/images/P/0375509038.01.LZZZZZZZ.jpg","","","","[]","",""
